,0
pubchem.compound:5281743,CID00308
pubchem.compound:5053,CID00309
pubchem.compound:108094,CID00311
pubchem.compound:3034004,CID00312
pubchem.compound:9908992,CID00313
pubchem.compound:10000456,CID00314
pubchem.compound:6603129,CID00315
pubchem.compound:7028,CID00316
pubchem.compound:3012,CID00317
pubchem.compound:448991,CID00318
pubchem.compound:456214,CID00319
pubchem.compound:4970,CID00320
pubchem.compound:68802,CID00321
pubchem.compound:5478883,CID00322
pubchem.compound:105008,CID00323
pubchem.compound:11689583,CID00324
pubchem.compound:5311479,CID00325
pubchem.compound:5281718,CID00326
pubchem.compound:135403792,CID00327
pubchem.compound:5866327,CID00328
pubchem.compound:4707,CID00329
pubchem.compound:4631,CID00330
pubchem.compound:5283454,CID00331
pubchem.compound:4630,CID00332
pubchem.compound:442428,CID00333
pubchem.compound:5013,CID00334
pubchem.compound:108047,CID00335
pubchem.compound:107992,CID00336
pubchem.compound:71781,CID00337
pubchem.compound:6610310,CID00338
pubchem.compound:5311097,CID00339
pubchem.compound:73157,CID00340
pubchem.compound:5280450,CID00341
pubchem.compound:461776,CID00342
pubchem.compound:6917970,CID00343
pubchem.compound:133008,CID00344
pubchem.compound:5311203,CID00345
pubchem.compound:5311276,CID00346
pubchem.compound:11317348,CID00348
pubchem.compound:56971,CID00350
pubchem.compound:5484725,CID00351
pubchem.compound:3683,CID00352
pubchem.compound:441860,CID00354
pubchem.compound:5744,CID00355
pubchem.compound:124846,CID00356
pubchem.compound:3610,CID00357
pubchem.compound:3035026,CID00358
pubchem.compound:5390854,CID00359
pubchem.compound:4302960,CID00361
pubchem.compound:9826034,CID00362
pubchem.compound:91488,CID00363
pubchem.compound:3995234,CID00365
pubchem.compound:132496,CID00366
pubchem.compound:3306,CID00368
pubchem.compound:57267,CID00369
pubchem.compound:60703,CID00370
pubchem.compound:3289,CID00371
pubchem.compound:3105,CID00372
pubchem.compound:6127,CID00373
pubchem.compound:4369270,CID00374
pubchem.compound:21678144,CID00375
pubchem.compound:6708636,CID00376
pubchem.compound:5280581,CID00377
pubchem.compound:6918409,CID00380
pubchem.compound:2780,CID00381
pubchem.compound:2755,CID00382
pubchem.compound:155346,CID00384
pubchem.compound:6917803,CID00385
pubchem.compound:11382492,CID00386
pubchem.compound:9600409,CID00387
pubchem.compound:2690,CID00388
pubchem.compound:197584,CID00389
pubchem.compound:6610318,CID00390
pubchem.compound:6603740,CID00391
pubchem.compound:5310988,CID00392
pubchem.compound:127861,CID00393
pubchem.compound:122272,CID00394
pubchem.compound:17756796,CID00395
pubchem.compound:65854,CID00396
pubchem.compound:104845,CID00397
pubchem.compound:6610326,CID00398
pubchem.compound:2253,CID00399
None,CID00400
pubchem.compound:4302962,CID00401
pubchem.compound:5328768,CID00402
pubchem.compound:5328772,CID00403
pubchem.compound:10251,CID00405
pubchem.compound:5083,CID00406
pubchem.compound:11524144,CID00407
pubchem.compound:6420094,CID00408
pubchem.compound:5284613,CID00409
pubchem.compound:5353609,CID00410
pubchem.compound:1103147,CID00411
pubchem.compound:656732,CID00412
pubchem.compound:91588,CID00414
pubchem.compound:5265,CID00415
pubchem.compound:104955,CID00416
pubchem.compound:5311432,CID00417
pubchem.compound:3387354,CID00418
pubchem.compound:3292447,CID00419
pubchem.compound:108029,CID00421
pubchem.compound:5145950,CID00422
pubchem.compound:5312145,CID00423
pubchem.compound:5281691,CID00424
None,CID00425
pubchem.compound:4883,CID00426
pubchem.compound:327653,CID00427
pubchem.compound:24868311,CID00428
pubchem.compound:4910,CID00429
pubchem.compound:656804,CID00430
pubchem.compound:5834,CID00431
pubchem.compound:4847,CID00432
pubchem.compound:4830,CID00433
pubchem.compound:379077,CID00434
pubchem.compound:4552,CID00435
pubchem.compound:3272524,CID00436
pubchem.compound:4519822,CID00438
pubchem.compound:4031,CID00439
pubchem.compound:54682505,CID00440
pubchem.compound:9829836,CID00441
pubchem.compound:9961192,CID00442
pubchem.compound:3707,CID00443
pubchem.compound:9989505,CID00444
pubchem.compound:161930,CID00445
pubchem.compound:54677972,CID00446
pubchem.compound:230748,CID00447
pubchem.compound:5318997,CID00448
pubchem.compound:3392731,CID00449
pubchem.compound:9893571,CID00450
pubchem.compound:447905,CID00451
pubchem.compound:6518171,CID00452
pubchem.compound:119376,CID00453
pubchem.compound:348482,CID00454
pubchem.compound:3335,CID00455
pubchem.compound:134551,CID00456
pubchem.compound:12961638,CID00458
pubchem.compound:71277,CID00459
pubchem.compound:107905,CID00460
pubchem.compound:10131112,CID00461
pubchem.compound:3087190,CID00462
pubchem.compound:2990,CID00463
pubchem.compound:3162,CID00464
pubchem.compound:12004512,CID00465
pubchem.compound:10071166,CID00466
pubchem.compound:5745,CID00467
pubchem.compound:9324,CID00468
None,CID00469
pubchem.compound:6834,CID00470
pubchem.compound:443967,CID00471
pubchem.compound:2286,CID00472
pubchem.compound:5327723,CID00474
pubchem.compound:15443,CID00475
pubchem.compound:119034,CID00476
pubchem.compound:22565,CID00477
pubchem.compound:68186,CID00478
pubchem.compound:680502,CID00479
pubchem.compound:5311000,CID00480
pubchem.compound:2064,CID00481
None,CID00482
pubchem.compound:1464,CID00483
pubchem.compound:5281804,CID00484
pubchem.compound:5328769,CID00486
pubchem.compound:9844109,CID00487
pubchem.compound:1853,CID00488
pubchem.compound:3941250,CID00489
pubchem.compound:5662,CID00490
pubchem.compound:3540,CID00491
pubchem.compound:4214594,CID00493
pubchem.compound:419676,CID00494
pubchem.compound:13472,CID00495
pubchem.compound:9547215,CID00496
pubchem.compound:134820163,CID00497
pubchem.compound:91769,CID00498
pubchem.compound:16759369,CID00499
pubchem.compound:5707,CID00500
pubchem.compound:5694,CID00501
pubchem.compound:9830392,CID00502
pubchem.compound:11494970,CID00503
pubchem.compound:50287,CID00504
pubchem.compound:5587,CID00505
pubchem.compound:71433791,CID00508
pubchem.compound:9823180,CID00509
pubchem.compound:442872,CID00510
pubchem.compound:5152,CID00511
pubchem.compound:5941539,CID00512
pubchem.compound:9872438,CID00513
pubchem.compound:195164,CID00514
pubchem.compound:5311452,CID00515
pubchem.compound:164305,CID00517
pubchem.compound:10668061,CID00518
pubchem.compound:2807869,CID00519
pubchem.compound:4306515,CID00520
pubchem.compound:4210951,CID00521
pubchem.compound:667594,CID00522
pubchem.compound:6604926,CID00523
pubchem.compound:443389,CID00524
pubchem.compound:126769,CID00525
pubchem.compound:39912,CID00526
pubchem.compound:60511,CID00527
pubchem.compound:135410906,CID00528
pubchem.compound:3567002,CID00529
pubchem.compound:5926218,CID00530
pubchem.compound:19423848,CID00531
pubchem.compound:6421522,CID00532
pubchem.compound:9929138,CID00533
pubchem.compound:9549305,CID00535
pubchem.compound:11243536,CID00536
pubchem.compound:5917,CID00537
pubchem.compound:43345,CID00538
pubchem.compound:10494,CID00539
pubchem.compound:9918,CID00540
pubchem.compound:262093,CID00541
pubchem.compound:19103,CID00542
pubchem.compound:107838,CID00543
pubchem.compound:9803475,CID00544
pubchem.compound:22084904,CID00545
pubchem.compound:448222,CID00546
pubchem.compound:176157,CID00547
pubchem.compound:45073445,CID00548
pubchem.compound:5614,CID00549
pubchem.compound:4262,CID00550
pubchem.compound:393595,CID00551
pubchem.compound:5377914,CID00552
pubchem.compound:5353760,CID00553
pubchem.compound:3034012,CID00554
pubchem.compound:57242,CID00555
pubchem.compound:447966,CID00556
pubchem.compound:9819927,CID00557
pubchem.compound:11507802,CID00558
pubchem.compound:5280934,CID00559
pubchem.compound:4350931,CID00560
pubchem.compound:10410894,CID00561
pubchem.compound:5311374,CID00562
pubchem.compound:9872740,CID00563
pubchem.compound:4273754,CID00565
pubchem.compound:3035842,CID00566
pubchem.compound:3082718,CID00567
pubchem.compound:2736690,CID00568
pubchem.compound:3611,CID00569
pubchem.compound:5281542,CID00570
pubchem.compound:5281680,CID00572
pubchem.compound:446738,CID00573
pubchem.compound:9911463,CID00574
pubchem.compound:173615,CID00576
pubchem.compound:60785,CID00578
pubchem.compound:5311100,CID00580
pubchem.compound:49381,CID00581
pubchem.compound:5036604,CID00582
pubchem.compound:73453,CID00583
pubchem.compound:3206,CID00585
pubchem.compound:3177,CID00586
pubchem.compound:443375,CID00587
pubchem.compound:2984,CID00588
pubchem.compound:3038495,CID00589
None,CID00590
pubchem.compound:4277,CID00591
None,CID00592
pubchem.compound:107935,CID00593
pubchem.compound:16759155,CID00594
pubchem.compound:5475158,CID00597
pubchem.compound:6278000,CID00598
pubchem.compound:2777,CID00599
pubchem.compound:9915956,CID00600
pubchem.compound:5024764,CID00601
None,CID00602
pubchem.compound:2685,CID00603
pubchem.compound:5311242,CID00606
pubchem.compound:10154,CID00607
pubchem.compound:9841972,CID00608
pubchem.compound:2419,CID00609
None,CID00610
pubchem.compound:10479060,CID00611
pubchem.compound:2126,CID00614
pubchem.compound:4302963,CID00615
pubchem.compound:3678,CID00616
pubchem.compound:5328770,CID00617
pubchem.compound:5351362,CID00618
pubchem.compound:3330,CID00619
pubchem.compound:1354,CID00620
pubchem.compound:2837530,CID00621
pubchem.compound:3035746,CID00623
pubchem.compound:4668801,CID00624
pubchem.compound:7333,CID00625
pubchem.compound:445580,CID00626
pubchem.compound:2775510,CID00627
pubchem.compound:5281707,CID00628
pubchem.compound:65637,CID00629
pubchem.compound:5329006,CID00630
pubchem.compound:176407,CID00631
pubchem.compound:122623,CID00632
pubchem.compound:5712,CID00633
pubchem.compound:124887,CID00634
pubchem.compound:4299,CID00635
pubchem.compound:6280,CID00636
pubchem.compound:6420161,CID00637
pubchem.compound:5311493,CID00638
pubchem.compound:5626,CID00639
pubchem.compound:5387,CID00640
pubchem.compound:667601,CID00641
pubchem.compound:68077,CID00642
pubchem.compound:447912,CID00643
pubchem.compound:5368,CID00644
pubchem.compound:2777391,CID00645
pubchem.compound:122150,CID00646
pubchem.compound:6450842,CID00647
pubchem.compound:3467590,CID00648
pubchem.compound:5311451,CID00649
pubchem.compound:5270,CID00650
pubchem.compound:6917797,CID00651
pubchem.compound:6736,CID00652
pubchem.compound:5218788,CID00653
pubchem.compound:5191,CID00654
pubchem.compound:5018,CID00655
pubchem.compound:5174,CID00656
pubchem.compound:5175,CID00657
pubchem.compound:4521392,CID00658
pubchem.compound:4331799,CID00659
pubchem.compound:6604858,CID00660
pubchem.compound:127382,CID00661
pubchem.compound:5081,CID00662
pubchem.compound:16759175,CID00663
pubchem.compound:133076,CID00664
pubchem.compound:183782,CID00665
pubchem.compound:6604789,CID00666
pubchem.compound:3693566,CID00667
pubchem.compound:5063,CID00668
pubchem.compound:9884487,CID00669
pubchem.compound:4916,CID00670
pubchem.compound:4878,CID00671
pubchem.compound:27559,CID00672
pubchem.compound:9956637,CID00673
pubchem.compound:9820766,CID00674
pubchem.compound:4995951,CID00675
pubchem.compound:129348,CID00676
pubchem.compound:91668,CID00677
pubchem.compound:4567,CID00678
pubchem.compound:4515,CID00680
pubchem.compound:5875451,CID00681
pubchem.compound:4431,CID00682
pubchem.compound:135409468,CID00683
pubchem.compound:1348,CID00684
pubchem.compound:4216,CID00685
pubchem.compound:11683,CID00686
pubchem.compound:4044,CID00687
pubchem.compound:72430,CID00688
pubchem.compound:182585,CID00689
pubchem.compound:671690,CID00690
pubchem.compound:2802894,CID00691
pubchem.compound:4355450,CID00692
pubchem.compound:54676905,CID00693
pubchem.compound:3894,CID00694
pubchem.compound:5311200,CID00695
pubchem.compound:133633,CID00696
pubchem.compound:54687453,CID00697
pubchem.compound:132059,CID00698
pubchem.compound:71296988,CID00699
pubchem.compound:6603901,CID00700
pubchem.compound:3820,CID00701
pubchem.compound:9823846,CID00702
pubchem.compound:3803,CID00703
pubchem.compound:3799,CID00704
pubchem.compound:69831604,CID00705
pubchem.compound:6453092,CID00706
pubchem.compound:5701996,CID00707
pubchem.compound:10212,CID00708
pubchem.compound:3544,CID00709
pubchem.compound:6450546,CID00710
pubchem.compound:3447,CID00711
pubchem.compound:3538,CID00712
pubchem.compound:644213,CID00713
pubchem.compound:9943465,CID00714
pubchem.compound:9934458,CID00715
pubchem.compound:3385203,CID00716
pubchem.compound:9884817,CID00717
pubchem.compound:128018,CID00718
pubchem.compound:9953599,CID00719
pubchem.compound:3456,CID00721
pubchem.compound:3423,CID00723
pubchem.compound:440735,CID00724
pubchem.compound:9801969,CID00725
pubchem.compound:9892554,CID00726
pubchem.compound:6166,CID00728
pubchem.compound:4284,CID00730
pubchem.compound:656765,CID00731
pubchem.compound:3921152,CID00732
pubchem.compound:54682463,CID00733
pubchem.compound:2753,CID00734
pubchem.compound:57364,CID00735
pubchem.compound:58144,CID00736
pubchem.compound:4029677,CID00737
pubchem.compound:6711154,CID00738
pubchem.compound:2688,CID00739
pubchem.compound:3519541,CID00740
pubchem.compound:9817923,CID00741
pubchem.compound:16363,CID00742
None,CID00743
pubchem.compound:2438,CID00744
pubchem.compound:3654103,CID00745
pubchem.compound:134117,CID00746
pubchem.compound:10474339,CID00747
pubchem.compound:9903757,CID00748
pubchem.compound:5374,CID00749
pubchem.compound:6449767,CID00750
pubchem.compound:64981,CID00751
pubchem.compound:126688,CID00753
pubchem.compound:6604931,CID00754
pubchem.compound:135665263,CID00755
pubchem.compound:1550607,CID00756
pubchem.compound:65399,CID00757
pubchem.compound:133104,CID00758
pubchem.compound:2125,CID00759
pubchem.compound:5328779,CID00760
pubchem.compound:6091659,CID00761
pubchem.compound:2052,CID00762
pubchem.compound:54562,CID00763
pubchem.compound:9549298,CID00764
pubchem.compound:481747,CID00765
pubchem.compound:5281321,CID00766
pubchem.compound:5328768,CID00767
pubchem.compound:11313361,CID00768
pubchem.compound:9799508,CID00769
pubchem.compound:62034,CID00771
None,CID00772
pubchem.compound:6000,CID00773
pubchem.compound:3000667,CID00774
pubchem.compound:65351,CID00775
pubchem.compound:7028,CID00776
pubchem.compound:123662,CID00777
None,CID00778
pubchem.compound:5330535,CID00779
pubchem.compound:1456,CID00780
pubchem.compound:84008,CID00781
pubchem.compound:3101,CID00782
pubchem.compound:102614,CID00783
pubchem.compound:9926048,CID00784
pubchem.compound:7239,CID00786
pubchem.compound:689043,CID00787
pubchem.compound:14840979,CID00788
pubchem.compound:2229,CID00789
pubchem.compound:9954280,CID00790
pubchem.compound:761523,CID00791
pubchem.compound:442972,CID00792
pubchem.compound:9806489,CID00793
pubchem.compound:4673492,CID00794
pubchem.compound:158793,CID00795
pubchem.compound:9819432,CID00796
pubchem.compound:11784736,CID00797
None,CID00798
pubchem.compound:11531745,CID00799
pubchem.compound:4306,CID00800
pubchem.compound:10330240,CID00801
pubchem.compound:4694339,CID00802
pubchem.compound:3035905,CID00803
pubchem.compound:48229,CID00804
pubchem.compound:9874838,CID00806
pubchem.compound:6769,CID00807
pubchem.compound:6185,CID00808
pubchem.compound:5278,CID00809
pubchem.compound:22955,CID00810
pubchem.compound:1218,CID00811
pubchem.compound:1241,CID00812
pubchem.compound:193949,CID00813
pubchem.compound:176408,CID00814
pubchem.compound:107930,CID00815
pubchem.compound:6604889,CID00816
pubchem.compound:3854666,CID00817
pubchem.compound:6604009,CID00818
pubchem.compound:146157296,CID00819
pubchem.compound:6878030,CID00821
pubchem.compound:443951,CID00822
pubchem.compound:3045227,CID00823
pubchem.compound:17756791,CID00824
pubchem.compound:46740,CID00825
pubchem.compound:11317883,CID00826
pubchem.compound:9953769,CID00827
pubchem.compound:9824953,CID00828
pubchem.compound:5468216,CID00829
pubchem.compound:135433658,CID00830
pubchem.compound:311434,CID00831
pubchem.compound:68071,CID00832
pubchem.compound:11201035,CID00833
pubchem.compound:1990,CID00834
pubchem.compound:4369491,CID00835
pubchem.compound:4712,CID00836
pubchem.compound:9887870,CID00837
None,CID00838
pubchem.compound:5311093,CID00839
pubchem.compound:6604915,CID00840
pubchem.compound:5353842,CID00841
pubchem.compound:16102146,CID00842
pubchem.compound:123767,CID00843
pubchem.compound:5497186,CID00844
pubchem.compound:5486827,CID00845
pubchem.compound:3408722,CID00846
pubchem.compound:92327938,CID00847
pubchem.compound:1549133,CID00848
pubchem.compound:9888030,CID00849
pubchem.compound:9891901,CID00850
pubchem.compound:5288811,CID00851
pubchem.compound:11538542,CID00852
pubchem.compound:6603931,CID00853
pubchem.compound:9926998,CID00854
pubchem.compound:9845197,CID00855
pubchem.compound:54483521,CID00856
pubchem.compound:10022508,CID00857
pubchem.compound:14987,CID00858
pubchem.compound:122162,CID00859
pubchem.compound:442646,CID00860
pubchem.compound:122023,CID00861
None,CID00862
pubchem.compound:121930,CID00863
pubchem.compound:5311257,CID00864
pubchem.compound:6435901,CID00865
None,CID00866
pubchem.compound:6603897,CID00867
pubchem.compound:132846,CID00868
pubchem.compound:132837,CID00869
pubchem.compound:121918,CID00870
None,CID00871
pubchem.compound:9872389,CID00872
pubchem.compound:135400439,CID00873
pubchem.compound:1126109,CID00874
pubchem.compound:10446295,CID00875
None,CID00876
pubchem.compound:11201705,CID00877
pubchem.compound:3783,CID00878
pubchem.compound:127403,CID00881
pubchem.compound:5311192,CID00882
pubchem.compound:123686,CID00883
pubchem.compound:3674,CID00884
pubchem.compound:54685921,CID00885
pubchem.compound:10748,CID00886
pubchem.compound:10981286,CID00887
pubchem.compound:34772,CID00888
pubchem.compound:449241,CID00889
pubchem.compound:11595431,CID00890
pubchem.compound:5329480,CID00891
pubchem.compound:9800961,CID00892
pubchem.compound:3505,CID00893
pubchem.compound:6918030,CID00894
pubchem.compound:173614,CID00895
pubchem.compound:107780,CID00896
pubchem.compound:6439447,CID00897
pubchem.compound:3442,CID00898
pubchem.compound:107810,CID00899
pubchem.compound:13791,CID00900
pubchem.compound:54677973,CID00901
pubchem.compound:441728,CID00902
pubchem.compound:5410903,CID00903
pubchem.compound:135522417,CID00904
pubchem.compound:94701,CID00905
pubchem.compound:3919910,CID00906
pubchem.compound:9419,CID00907
pubchem.compound:93504,CID00908
pubchem.compound:2790,CID00909
pubchem.compound:2763,CID00910
pubchem.compound:5282138,CID00911
None,CID00912
pubchem.compound:124007,CID00914
pubchem.compound:104895,CID00915
pubchem.compound:3086599,CID00916
pubchem.compound:5311042,CID00917
pubchem.compound:132252,CID00918
pubchem.compound:2566,CID00919
pubchem.compound:5287620,CID00920
pubchem.compound:5329255,CID00921
pubchem.compound:5353454,CID00922
pubchem.compound:2415,CID00923
pubchem.compound:5280373,CID00924
pubchem.compound:2293,CID00925
pubchem.compound:15723,CID00926
None,CID00927
pubchem.compound:3641059,CID00928
pubchem.compound:5283393,CID00929
pubchem.compound:7059445,CID00930
pubchem.compound:6604822,CID00931
pubchem.compound:2049,CID00932
None,CID00933
pubchem.compound:5328760,CID00934
pubchem.compound:5328771,CID00935
pubchem.compound:5328771,CID00936
pubchem.compound:27812,CID00937
pubchem.compound:4839,CID00938
pubchem.compound:107926,CID00939
pubchem.compound:60943,CID00940
pubchem.compound:446541,CID00942
pubchem.compound:57030,CID00943
pubchem.compound:56599306,CID00944
pubchem.compound:135565082,CID00945
pubchem.compound:11219835,CID00946
pubchem.compound:91471,CID00947
pubchem.compound:15387,CID00948
pubchem.compound:131682,CID00949
pubchem.compound:5281078,CID00950
pubchem.compound:5488548,CID00951
pubchem.compound:25171648,CID00952
pubchem.compound:133017,CID00953
None,CID00954
pubchem.compound:196968,CID00955
pubchem.compound:24812758,CID00956
pubchem.compound:5311128,CID00957
pubchem.compound:9841834,CID00958
pubchem.compound:56959,CID00959
pubchem.compound:3343,CID00960
pubchem.compound:23662025,CID00961
pubchem.compound:6918670,CID00963
pubchem.compound:405012,CID00964
pubchem.compound:114750,CID00965
pubchem.compound:59227,CID00966
pubchem.compound:11319053,CID00967
pubchem.compound:9907323,CID00968
pubchem.compound:93504,CID00970
pubchem.compound:4848,CID00971
pubchem.compound:6918554,CID00972
pubchem.compound:4993,CID00973
pubchem.compound:128919,CID00974
pubchem.compound:21109,CID00975
pubchem.compound:59174488,CID00977
pubchem.compound:9808022,CID00978
pubchem.compound:21071390,CID00979
pubchem.compound:3547,CID00980
pubchem.compound:1150897,CID00981
pubchem.compound:636403,CID00982
pubchem.compound:122327,CID00983
pubchem.compound:64982,CID00984
pubchem.compound:10294813,CID00985
pubchem.compound:9853053,CID00986
